gene,ensembl_id,disease_id,disease,therapeutic_area,overall_score
HCG11,ENSG00000228223,EFO_0005543,glioma,nervous system disease; cancer or benign tumor,0.0877307205779058
HCG11,ENSG00000228223,MONDO_0001056,gastric cancer,gastrointestinal disease; cancer or benign tumor,0.0860394444458462
HCG11,ENSG00000228223,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0854163470568717
HCG11,ENSG00000228223,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0851091054188938
HCG11,ENSG00000228223,EFO_0000616,neoplasm,cancer or benign tumor,0.0807595904745732
HCG11,ENSG00000228223,MONDO_0015459,nasopharyngeal carcinoma,infectious disease; gastrointestinal disease; respiratory or thoracic disease; cancer or benign tumor,0.0745422034684894
HCG11,ENSG00000228223,EFO_0002618,pancreatic carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0739159709369404
HCG11,ENSG00000228223,EFO_0000637,osteosarcoma,musculoskeletal or connective tissue disease; cancer or benign tumor,0.0716528110078277
HCG11,ENSG00000228223,MONDO_0008170,ovarian cancer,endocrine system disease; reproductive system or breast disease; cancer or benign tumor,0.0481431144483612
HCG11,ENSG00000228223,MONDO_0100319,COVID-19–associated multisystem inflammatory syndrome in adults,infectious disease,0.0436104228527948
HCG11,ENSG00000228223,EFO_0000199,oral squamous cell carcinoma,gastrointestinal disease; cancer or benign tumor,0.0317838675028844
HCG11,ENSG00000228223,MONDO_0002358,laryngeal carcinoma,respiratory or thoracic disease; cancer or benign tumor,0.0203268920076586
HCG11,ENSG00000228223,HP_0002637,Cerebral ischemia,phenotype,0.0193824101567977
HCG11,ENSG00000228223,MONDO_0004992,cancer,cancer or benign tumor,0.0175470089201338
HCG11,ENSG00000228223,EFO_0000571,lung adenocarcinoma,respiratory or thoracic disease; cancer or benign tumor,0.0171649310286895
HCG11,ENSG00000228223,MONDO_0009685,Miyoshi myopathy,"nervous system disease; genetic, familial or congenital disease; musculoskeletal or connective tissue disease; phenotype",0.0155223538967575
HCG11,ENSG00000228223,EFO_0003914,atherosclerosis,cardiovascular disease,0.0153272978623406
HCG11,ENSG00000228223,EFO_1002008,atypical teratoid rhabdoid tumor,cancer or benign tumor; nervous system disease,0.0147455283786908
HCG11,ENSG00000228223,MONDO_0002974,cervical cancer,reproductive system or breast disease; cancer or benign tumor,0.0130762131797838
HCG11,ENSG00000228223,EFO_1000044,pancreatic adenocarcinoma,gastrointestinal disease; cancer or benign tumor; endocrine system disease,0.0120113452772528
HCG11,ENSG00000228223,EFO_0008508,large cell medulloblastoma,cancer or benign tumor; nervous system disease,0.0116553576946959
HCG11,ENSG00000228223,EFO_0005537,triple-negative breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0116417654225681
HCG11,ENSG00000228223,MONDO_0018899,posterior cortical atrophy,"nervous system disease; genetic, familial or congenital disease; psychiatric disorder; phenotype",0.0111034149914934
HCG11,ENSG00000228223,MONDO_0002525,inherited lipid metabolism disorder,"genetic, familial or congenital disease; nutritional or metabolic disease",0.0110873956405411
HCG11,ENSG00000228223,MONDO_0007473,Duane retraction syndrome,"nervous system disease; disorder of visual system; genetic, familial or congenital disease",0.0110873956405411
HCG11,ENSG00000228223,EFO_0000537,hypertension,cardiovascular disease; phenotype,0.0110873956405411
HCG11,ENSG00000228223,MONDO_0008315,prostate cancer,reproductive system or breast disease; cancer or benign tumor,0.0106615706551446
HCG11,ENSG00000228223,MONDO_0008903,lung cancer,respiratory or thoracic disease; cancer or benign tumor,0.00908304089530102
HCG11,ENSG00000228223,EFO_0000313,carcinoma,cancer or benign tumor,0.0090547064397752
HCG11,ENSG00000228223,EFO_0000519,glioblastoma multiforme,nervous system disease; cancer or benign tumor,0.00813075680306344
HCG11,ENSG00000228223,HP_0009588,Vestibular schwannoma,phenotype,0.00813075680306344
HCG11,ENSG00000228223,EFO_0000275,atrial fibrillation,cardiovascular disease,0.00776117694837874
HCG11,ENSG00000228223,EFO_1002025,measles,infectious disease,0.00739159709369404
HCG11,ENSG00000228223,EFO_0001378,multiple myeloma,"immune system disease; hematologic disease; cancer or benign tumor; genetic, familial or congenital disease",0.00739159709369404
HCG11,ENSG00000228223,EFO_1000860,cerebral atherosclerosis,cardiovascular disease,0.00739159709369404
HCG11,ENSG00000228223,MONDO_0005575,colorectal cancer,gastrointestinal disease; cancer or benign tumor,0.00739159709369404
HCG11,ENSG00000228223,EFO_1001949,colon adenocarcinoma,gastrointestinal disease; cancer or benign tumor,0.00739159709369404
HCG11,ENSG00000228223,EFO_0000341,chronic obstructive pulmonary disease,respiratory or thoracic disease,0.00739159709369404
HCG11,ENSG00000228223,EFO_0003770,diabetic retinopathy,nutritional or metabolic disease; nervous system disease; disorder of visual system; cardiovascular disease,0.00739159709369404
HCG11,ENSG00000228223,MONDO_0005277,migraine disorder,nervous system disease; cardiovascular disease,0.00702201723900934
HCG11,ENSG00000228223,EFO_0004906,lymph node metastatic carcinoma,hematologic disease; immune system disease; cancer or benign tumor,0.00591327767495523
HCG11,ENSG00000228223,MONDO_0016471,pachyonychia congenita,"integumentary system disease; genetic, familial or congenital disease",0.00570795553346373
HCG11,ENSG00000228223,EFO_0001073,obesity,nutritional or metabolic disease; phenotype,0.00517411796558583
HCG11,ENSG00000228223,EFO_1000760,rosacea,integumentary system disease,0.00507261510609822
HCG11,ENSG00000228223,MONDO_0002691,liver cancer,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.00422963611472492
HCG11,ENSG00000228223,EFO_0000612,myocardial infarction,cardiovascular disease,0.00406537840153172
HCG11,ENSG00000228223,EFO_0005854,allergic rhinitis,respiratory or thoracic disease; immune system disease,0.00369579854684702
HCG11,ENSG00000228223,EFO_0000756,melanoma,cancer or benign tumor,0.00369579854684702
HCG15,ENSG00000227214,EFO_0005543,glioma,nervous system disease; cancer or benign tumor,0.075689543595144
HCG15,ENSG00000227214,MONDO_0100319,COVID-19–associated multisystem inflammatory syndrome in adults,infectious disease,0.0288888253078542
HCG15,ENSG00000227214,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0270520008593279
HCG15,ENSG00000227214,EFO_0000616,neoplasm,cancer or benign tumor,0.0219900013537398
HCG15,ENSG00000227214,EFO_1001951,colorectal carcinoma,gastrointestinal disease; cancer or benign tumor,0.00720680716635169
HCG15,ENSG00000227214,EFO_0005922,esophageal squamous cell carcinoma,gastrointestinal disease; cancer or benign tumor,0.00295663883747761
HCG15,ENSG00000227214,MONDO_0004992,cancer,cancer or benign tumor,0.00184789927342351
HCG15,ENSG00000227214,EFO_0008583,acute myocardial infarction,cardiovascular disease,0.00184789927342351
HCG15,ENSG00000227214,MONDO_0005575,colorectal cancer,gastrointestinal disease; cancer or benign tumor,0.00147831941873881
HCG23,ENSG00000225914,EFO_0000571,lung adenocarcinoma,respiratory or thoracic disease; cancer or benign tumor,0.00665243738432463
HCG23,ENSG00000225914,EFO_0000400,diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.00371202659594521
HCG23,ENSG00000225914,MONDO_0007915,systemic lupus erythematosus,immune system disease; urinary system disease; musculoskeletal or connective tissue disease; phenotype,0.00369579854684702
HCG23,ENSG00000225914,EFO_0000403,diffuse large B-cell lymphoma,"hematologic disease; immune system disease; genetic, familial or congenital disease; cancer or benign tumor",0.00369579854684702
HCG23,ENSG00000225914,MONDO_0004979,asthma,phenotype; respiratory or thoracic disease,0.00369579854684702
HCG23,ENSG00000225914,EFO_1000749,pemphigus,immune system disease; integumentary system disease,0.00221747912810821
HCG23,ENSG00000225914,EFO_0000729,ulcerative colitis,"gastrointestinal disease; immune system disease; genetic, familial or congenital disease",0.00221747912810821
HCG23,ENSG00000225914,EFO_0003818,lung disease,respiratory or thoracic disease,0.00221747912810821
HCG23,ENSG00000225914,EFO_1001512,endometrial carcinoma,cancer or benign tumor; reproductive system or breast disease,0.00219076381517347
HCG25,ENSG00000232940,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0238379006271633
HCG25,ENSG00000232940,EFO_0000519,glioblastoma multiforme,nervous system disease; cancer or benign tumor,0.020223736926213
HCG25,ENSG00000232940,MONDO_0004992,cancer,cancer or benign tumor,0.00332621869216232
HCG25,ENSG00000232940,MONDO_0002691,liver cancer,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.00147831941873881
HCG25,ENSG00000232940,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.00147831941873881
HCG25,ENSG00000232940,MONDO_0005148,type 2 diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.00147831941873881
HFE,ENSG00000010704,EFO_0006513,hereditary hemochromatosis type 1,"gastrointestinal disease; genetic, familial or congenital disease; nutritional or metabolic disease",0.833796475260105
HFE,ENSG00000010704,MONDO_0006507,hereditary hemochromatosis,"genetic, familial or congenital disease; nutritional or metabolic disease",0.659253835828916
HFE,ENSG00000010704,EFO_0009043,Familial porphyria cutanea tarda,"urinary system disease; genetic, familial or congenital disease; nutritional or metabolic disease; endocrine system disease; integumentary system disease; disorder of visual system; gastrointestinal disease",0.629605264685116
HFE,ENSG00000010704,MONDO_0008297,variegate porphyria,"endocrine system disease; gastrointestinal disease; integumentary system disease; genetic, familial or congenital disease; nutritional or metabolic disease",0.60026643155946
HFE,ENSG00000010704,EFO_0003770,diabetic retinopathy,nutritional or metabolic disease; nervous system disease; disorder of visual system; cardiovascular disease,0.588951480669799
HFE,ENSG00000010704,MONDO_0007088,Alzheimer disease type 1,"nervous system disease; genetic, familial or congenital disease; nutritional or metabolic disease; cardiovascular disease; psychiatric disorder; phenotype",0.57950666216119
HFE,ENSG00000010704,EFO_1000642,hemochromatosis,nutritional or metabolic disease,0.571201088601735
HFE,ENSG00000010704,EFO_0000318,cardiomyopathy,cardiovascular disease; musculoskeletal or connective tissue disease,0.426385458952054
HFE,ENSG00000010704,MONDO_0009061,cystic fibrosis,"respiratory or thoracic disease; genetic, familial or congenital disease",0.417511109506651
HFE,ENSG00000010704,EFO_0000508,genetic disorder,"genetic, familial or congenital disease",0.413095057685843
HFE,ENSG00000010704,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.391419180630623
HFE,ENSG00000010704,EFO_0000589,metabolic disease,nutritional or metabolic disease,0.370394110967322
HFE,ENSG00000010704,MONDO_0002279,iron metabolism disease,nutritional or metabolic disease,0.3702266194304
HFE,ENSG00000010704,Orphanet_79473,Porphyria variegata,"urinary system disease; genetic, familial or congenital disease; nutritional or metabolic disease",0.369579854684702
HFE,ENSG00000010704,EFO_0003100,peripheral neuropathy,nervous system disease; phenotype,0.340752626019295
HFE,ENSG00000010704,MONDO_0015356,hereditary neoplastic syndrome,"genetic, familial or congenital disease; cancer or benign tumor",0.340567836091953
HFE,ENSG00000010704,Orphanet_140162,Inherited cancer-predisposing syndrome,"genetic, familial or congenital disease",0.340013466309926
HFE,ENSG00000010704,HP_0000708,Atypical behavior,phenotype,0.340013466309926
HFE,ENSG00000010704,EFO_0009387,peripheral nervous system disease,nervous system disease,0.340013466309926
HFE,ENSG00000010704,HP_0012531,Pain,phenotype,0.340013466309926
HFE,ENSG00000010704,HP_0002027,Abdominal pain,phenotype,0.340013466309926
HFE,ENSG00000010704,HP_0010461,Abnormality of the male genitalia,phenotype,0.340013466309926
HFE,ENSG00000010704,HP_0000707,Abnormality of the nervous system,phenotype,0.340013466309926
HFE,ENSG00000010704,MONDO_0019257,hemochromatosis type 2,"genetic, familial or congenital disease; nutritional or metabolic disease",0.326156195133165
HFE,ENSG00000010704,EFO_1001901,neuroendocrine neoplasm,endocrine system disease; cancer or benign tumor,0.149926227717094
HFE,ENSG00000010704,EFO_0000616,neoplasm,cancer or benign tumor,0.118877902055366
HFE,ENSG00000010704,MONDO_0004992,cancer,cancer or benign tumor,0.111479766954684
HFE,ENSG00000010704,MONDO_0008006,Mobius syndrome,"nervous system disease; disorder of visual system; genetic, familial or congenital disease",0.10932961300874
HFE,ENSG00000010704,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.105837824757924
HFE,ENSG00000010704,EFO_0000756,melanoma,cancer or benign tumor,0.105710622293047
HFE,ENSG00000010704,MONDO_0005341,skin basal cell carcinoma,integumentary system disease; cancer or benign tumor,0.103940058986571
HFE,ENSG00000010704,EFO_1001951,colorectal carcinoma,gastrointestinal disease; cancer or benign tumor,0.10042639901921
HFE,ENSG00000010704,EFO_0000519,glioblastoma multiforme,nervous system disease; cancer or benign tumor,0.0998343981925233
HFE,ENSG00000010704,MONDO_0958237,isolated hyperferritinemia,"genetic, familial or congenital disease",0.0949324849644881
HFE,ENSG00000010704,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0944780735724667
HFE,ENSG00000010704,EFO_0000339,chronic myelogenous leukemia,"musculoskeletal or connective tissue disease; genetic, familial or congenital disease; hematologic disease; immune system disease; cancer or benign tumor",0.0939709347651052
HFE,ENSG00000010704,EFO_0003060,non-small cell lung carcinoma,respiratory or thoracic disease; cancer or benign tumor,0.0938893866409411
HFE,ENSG00000010704,MONDO_0008170,ovarian cancer,endocrine system disease; reproductive system or breast disease; cancer or benign tumor,0.0938662057215206
HFE,ENSG00000010704,EFO_0003095,non-alcoholic fatty liver disease,endocrine system disease; gastrointestinal disease,0.0934354715093971
HFE,ENSG00000010704,Orphanet_247790,FTH1-related iron overload,"nutritional or metabolic disease; genetic, familial or congenital disease; gastrointestinal disease",0.0925388072522591
HFE,ENSG00000010704,MONDO_0014225,hemochromatosis type 5,"genetic, familial or congenital disease; nutritional or metabolic disease",0.0925388072522591
HFE,ENSG00000010704,MONDO_0018899,posterior cortical atrophy,"nervous system disease; genetic, familial or congenital disease; psychiatric disorder; phenotype",0.0896227088102194
HFE,ENSG00000010704,MONDO_0005575,colorectal cancer,gastrointestinal disease; cancer or benign tumor,0.0886680742360286
HFE,ENSG00000010704,EFO_0003872,colitis,"gastrointestinal disease; immune system disease; genetic, familial or congenital disease",0.0884339998391958
HFE,ENSG00000010704,EFO_0000544,infection,biological_process,0.0869676271505565
HFE,ENSG00000010704,EFO_0000341,chronic obstructive pulmonary disease,respiratory or thoracic disease,0.0858925343600997
HFE,ENSG00000010704,EFO_1000680,mucous membrane pemphigoid,immune system disease; integumentary system disease,0.0849398971607335
HFE,ENSG00000010704,EFO_0000637,osteosarcoma,musculoskeletal or connective tissue disease; cancer or benign tumor,0.0847304537842464
HFE,ENSG00000010704,MONDO_0008787,microcytic anemia with liver iron overload,"genetic, familial or congenital disease; hematologic disease; nutritional or metabolic disease; phenotype",0.0806616165567674
HFE,ENSG00000010704,EFO_0000222,acute myeloid leukemia,hematologic disease; immune system disease; cancer or benign tumor; musculoskeletal or connective tissue disease,0.0800051555176513
HIST1H2AB,ENSG00000278463,EFO_0000763,viral disease,infectious disease,0.50405559125456
HIST1H2AB,ENSG00000278463,EFO_0005741,infectious disease,infectious disease,0.503408826508862
HIST1H2AB,ENSG00000278463,EFO_0000305,breast carcinoma,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.391350025878372
HIST1H2AB,ENSG00000278463,EFO_0005547,dengue disease,infectious disease,0.388328332729644
HIST1H2AB,ENSG00000278463,MONDO_0004992,cancer,cancer or benign tumor,0.373426484836235
HIST1H2AB,ENSG00000278463,EFO_0000756,melanoma,cancer or benign tumor,0.370947659236408
HIST1H2AB,ENSG00000278463,EFO_0000544,infection,biological_process,0.0727175055970545
HIST1H2AB,ENSG00000278463,EFO_0002496,actinic keratosis,cancer or benign tumor; integumentary system disease,0.0475649272979211
HIST1H2AB,ENSG00000278463,EFO_1001841,sebaceous of Jadassohn nevus,integumentary system disease,0.045635720456467
HIST1H2AB,ENSG00000278463,EFO_0000707,squamous cell carcinoma,cancer or benign tumor,0.0354401309146015
HIST1H2AB,ENSG00000278463,EFO_0000616,neoplasm,cancer or benign tumor,0.0258214626219791
HIST1H2AB,ENSG00000278463,MONDO_0007915,systemic lupus erythematosus,immune system disease; urinary system disease; musculoskeletal or connective tissue disease; phenotype,0.0193207778888597
HIST1H2AB,ENSG00000278463,MONDO_0013577,Lipedema,integumentary system disease,0.0177398330248657
HIST1H2AB,ENSG00000278463,EFO_0001066,experimental autoimmune encephalomyelitis,animal disease; nervous system disease,0.0147831941873881
HIST1H2AB,ENSG00000278463,EFO_0004274,gout,nutritional or metabolic disease; musculoskeletal or connective tissue disease; phenotype,0.0133048747686493
HIST1H2AB,ENSG00000278463,EFO_0005537,triple-negative breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0126273117017273
HIST1H2AB,ENSG00000278463,MONDO_0008170,ovarian cancer,endocrine system disease; reproductive system or breast disease; cancer or benign tumor,0.012175602990446
HIST1H2AB,ENSG00000278463,EFO_0000095,chronic lymphocytic leukemia,"hematologic disease; immune system disease; genetic, familial or congenital disease; cancer or benign tumor",0.01175673325106
HIST1H2AB,ENSG00000278463,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0110027545502138
HIST1H2AB,ENSG00000278463,EFO_0000685,rheumatoid arthritis,immune system disease; musculoskeletal or connective tissue disease; phenotype,0.0109026057131987
HIST1H2AB,ENSG00000278463,MONDO_0002492,acute kidney injury,urinary system disease; phenotype,0.0107178157858564
HIST1H2AB,ENSG00000278463,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0104477963508715
HIST1H2AB,ENSG00000278463,MONDO_0008315,prostate cancer,reproductive system or breast disease; cancer or benign tumor,0.0103496731861621
HIST1H2AB,ENSG00000278463,MONDO_0007739,Huntington disease,"nervous system disease; genetic, familial or congenital disease",0.00963741067732807
HIST1H2AB,ENSG00000278463,MONDO_0005148,type 2 diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.00960907622180225
HIST1H2AB,ENSG00000278463,EFO_0001068,malaria,infectious disease; hematologic disease; endocrine system disease; gastrointestinal disease,0.00923949636711754
HIST1H2AB,ENSG00000278463,EFO_0000571,lung adenocarcinoma,respiratory or thoracic disease; cancer or benign tumor,0.00919740532811179
HIST1H2AB,ENSG00000278463,EFO_0003060,non-small cell lung carcinoma,respiratory or thoracic disease; cancer or benign tumor,0.00919145098600853
HIST1H2AB,ENSG00000278463,MONDO_0018177,glioblastoma,nervous system disease; cancer or benign tumor,0.00918816583174467
HIST1H2AB,ENSG00000278463,EFO_0000702,small cell lung carcinoma,"endocrine system disease; genetic, familial or congenital disease; respiratory or thoracic disease; cancer or benign tumor",0.00886991651243284
HIST1H2AB,ENSG00000278463,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.00881858597705997
HIST1H2AB,ENSG00000278463,EFO_0000313,carcinoma,cancer or benign tumor,0.00857219940727017
HIST1H2AB,ENSG00000278463,EFO_0000519,glioblastoma multiforme,nervous system disease; cancer or benign tumor,0.00847980444359899
HIST1H2AB,ENSG00000278463,EFO_1001901,neuroendocrine neoplasm,endocrine system disease; cancer or benign tumor,0.00829501451625664
HIST1H2AB,ENSG00000278463,EFO_0010642,Neurodevelopmental disorder,nervous system disease,0.00811022458891429
HIST1H2AB,ENSG00000278463,EFO_0003047,hepatitis C virus infection,infectious disease; gastrointestinal disease; endocrine system disease,0.00794596687572109
HIST1H2AB,ENSG00000278463,EFO_0000771,bacterial disease,infectious disease,0.00766364893117028
HIST1H2AB,ENSG00000278463,EFO_0000621,neuroblastoma,nervous system disease; cancer or benign tumor,0.00739159709369404
HIST1H2AB,ENSG00000278463,EFO_0003144,heart failure,cardiovascular disease,0.00739159709369404
HIST1H2AB,ENSG00000278463,EFO_0005044,Leishmaniasis,infectious disease,0.00739159709369404
HIST1H2AB,ENSG00000278463,EFO_0000514,germ cell tumor,cancer or benign tumor,0.00739159709369404
HIST1H2AB,ENSG00000278463,MONDO_0004647,in situ carcinoma,cancer or benign tumor,0.00739159709369404
HIST1H2AB,ENSG00000278463,EFO_0000556,ischemia,phenotype,0.00739159709369404
HIST1H2AB,ENSG00000278463,EFO_1001375,Myocardial Ischemia,cardiovascular disease,0.00739159709369404
HIST1H2AB,ENSG00000278463,MONDO_0004986,urinary bladder carcinoma,urinary system disease; cancer or benign tumor,0.00739159709369404
HIST1H2AB,ENSG00000278463,MONDO_0008006,Mobius syndrome,"nervous system disease; disorder of visual system; genetic, familial or congenital disease",0.00739159709369404
HIST1H2AB,ENSG00000278463,EFO_0008527,steatosis,phenotype,0.00739159709369404
HIST1H2AB,ENSG00000278463,EFO_0000681,renal cell carcinoma,urinary system disease; cancer or benign tumor,0.00739159709369404
HIST1H2AB,ENSG00000278463,EFO_0000222,acute myeloid leukemia,hematologic disease; immune system disease; cancer or benign tumor; musculoskeletal or connective tissue disease,0.00712053325027066
HIST1H2AB,ENSG00000278463,EFO_1001951,colorectal carcinoma,gastrointestinal disease; cancer or benign tumor,0.00512278743021295
HIST1H2AG,ENSG00000276903,EFO_0005741,infectious disease,infectious disease,0.503039246654177
HIST1H2AG,ENSG00000276903,EFO_0000763,viral disease,infectious disease,0.503039246654177
HIST1H2AG,ENSG00000276903,EFO_0005547,dengue disease,infectious disease,0.369579854684702
HIST1H2AG,ENSG00000276903,EFO_0001378,multiple myeloma,"immune system disease; hematologic disease; cancer or benign tumor; genetic, familial or congenital disease",0.258705898279291
HIST1H2AG,ENSG00000276903,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0858007791589916
HIST1H2AG,ENSG00000276903,EFO_0000616,neoplasm,cancer or benign tumor,0.0681095091962018
HIST1H2AG,ENSG00000276903,EFO_0000305,breast carcinoma,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0672007049773193
HIST1H2AG,ENSG00000276903,MONDO_0002691,liver cancer,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.0602415163136064
HIST1H2AG,ENSG00000276903,EFO_1001841,sebaceous of Jadassohn nevus,integumentary system disease,0.045635720456467
HIST1H2AG,ENSG00000276903,EFO_0002496,actinic keratosis,cancer or benign tumor; integumentary system disease,0.0434625909109209
HIST1H2AG,ENSG00000276903,EFO_0000707,squamous cell carcinoma,cancer or benign tumor,0.0403581201315694
HIST1H2AG,ENSG00000276903,MONDO_0009623,Nijmegen breakage syndrome,"genetic, familial or congenital disease; nutritional or metabolic disease",0.0399146243059478
HIST1H2AG,ENSG00000276903,MONDO_0004992,cancer,cancer or benign tumor,0.0231298451607741
HIST1H2AG,ENSG00000276903,MONDO_0002009,major depressive disorder,psychiatric disorder; nervous system disease,0.0221747912810821
HIST1H2AG,ENSG00000276903,EFO_0000403,diffuse large B-cell lymphoma,"hematologic disease; immune system disease; genetic, familial or congenital disease; cancer or benign tumor",0.0184789927342351
HIST1H2AG,ENSG00000276903,MONDO_0007739,Huntington disease,"nervous system disease; genetic, familial or congenital disease",0.0164401438692245
HIST1H2AG,ENSG00000276903,MONDO_0007915,systemic lupus erythematosus,immune system disease; urinary system disease; musculoskeletal or connective tissue disease; phenotype,0.0161177881070828
HIST1H2AG,ENSG00000276903,MONDO_0004979,asthma,phenotype; respiratory or thoracic disease,0.0147295333349508
HIST1H2AG,ENSG00000276903,EFO_0000621,neuroblastoma,nervous system disease; cancer or benign tumor,0.0133048747686493
HIST1H2AG,ENSG00000276903,MONDO_0000430,mature T-cell and NK-cell non-Hodgkin lymphoma,"hematologic disease; genetic, familial or congenital disease; cancer or benign tumor",0.0110873956405411
HIST1H2AG,ENSG00000276903,EFO_0000519,glioblastoma multiforme,nervous system disease; cancer or benign tumor,0.0110873956405411
HIST1H2AG,ENSG00000276903,EFO_0000637,osteosarcoma,musculoskeletal or connective tissue disease; cancer or benign tumor,0.010533025858514
HIST1H2AG,ENSG00000276903,MONDO_0005148,type 2 diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.010533025858514
HIST1H2AG,ENSG00000276903,EFO_0000222,acute myeloid leukemia,hematologic disease; immune system disease; cancer or benign tumor; musculoskeletal or connective tissue disease,0.00977333393499545
HIST1H2AG,ENSG00000276903,EFO_0000198,myelodysplastic syndrome,"hematologic disease; cancer or benign tumor; genetic, familial or congenital disease",0.0095885440076531
HIST1H2AG,ENSG00000276903,EFO_0000544,infection,biological_process,0.00940375408031074
HIST1H2AG,ENSG00000276903,EFO_1001512,endometrial carcinoma,cancer or benign tumor; reproductive system or breast disease,0.00878507389849883
HIST1H2AG,ENSG00000276903,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.00757638702103639
HIST1H2AG,ENSG00000276903,EFO_1000491,Primary Effusion Lymphoma,"infectious disease; cancer or benign tumor; hematologic disease; immune system disease; genetic, familial or congenital disease",0.00739159709369404
HIST1H2AG,ENSG00000276903,EFO_0000232,adenoma,cancer or benign tumor,0.00739159709369404
HIST1H2AG,ENSG00000276903,EFO_1001951,colorectal carcinoma,gastrointestinal disease; cancer or benign tumor,0.00739159709369404
HIST1H2AG,ENSG00000276903,EFO_0000702,small cell lung carcinoma,"endocrine system disease; genetic, familial or congenital disease; respiratory or thoracic disease; cancer or benign tumor",0.00533837567877903
HIST1H2AG,ENSG00000276903,MONDO_0003783,lymphopenia,hematologic disease; immune system disease,0.00517411796558583
HIST1H2AG,ENSG00000276903,EFO_0000756,melanoma,cancer or benign tumor,0.00487640086042315
HIST1H2AG,ENSG00000276903,MONDO_0005575,colorectal cancer,gastrointestinal disease; cancer or benign tumor,0.00461974818355877
HIST1H2AG,ENSG00000276903,MONDO_0008170,ovarian cancer,endocrine system disease; reproductive system or breast disease; cancer or benign tumor,0.00443495825621642
HIST1H2AG,ENSG00000276903,EFO_0000574,lymphoma,"hematologic disease; genetic, familial or congenital disease; cancer or benign tumor",0.00406537840153172
HIST1H2AG,ENSG00000276903,EFO_0008527,steatosis,phenotype,0.00406537840153172
HIST1H2AG,ENSG00000276903,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.00406537840153172
HIST1H2AG,ENSG00000276903,EFO_0000400,diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.00369579854684702
HIST1H2AG,ENSG00000276903,MONDO_0008903,lung cancer,respiratory or thoracic disease; cancer or benign tumor,0.00369579854684702
HIST1H2AG,ENSG00000276903,MONDO_0002974,cervical cancer,reproductive system or breast disease; cancer or benign tumor,0.00369579854684702
HIST1H2AG,ENSG00000276903,MONDO_0009820,osteoporosis-pseudoglioma syndrome,"nervous system disease; genetic, familial or congenital disease; disorder of visual system; cardiovascular disease; musculoskeletal or connective tissue disease; phenotype",0.00369579854684702
HIST1H2AG,ENSG00000276903,EFO_0003907,deep vein thrombosis,phenotype,0.00369579854684702
HIST1H2AG,ENSG00000276903,MONDO_0018899,posterior cortical atrophy,"nervous system disease; genetic, familial or congenital disease; psychiatric disorder; phenotype",0.00369579854684702
HIST1H2AG,ENSG00000276903,MONDO_0008315,prostate cancer,reproductive system or breast disease; cancer or benign tumor,0.00369579854684702
HIST1H2AG,ENSG00000276903,EFO_0000540,immune system disease,immune system disease,0.00369579854684702
HIST1H2AG,ENSG00000276903,EFO_0003869,breast neoplasm,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.00369579854684702
HIST1H2AG,ENSG00000276903,MONDO_0002050,depressive disorder,psychiatric disorder; nervous system disease,0.00369579854684702
HIST1H2AG,ENSG00000276903,EFO_0000228,adenocarcinoma,cancer or benign tumor,0.00369579854684702
HIST1H2AH,ENSG00000274997,EFO_0000763,viral disease,infectious disease,0.50405559125456
