gene,ensembl_id,disease_id,disease,therapeutic_area,overall_score
KISS1R,ENSG00000116014,MONDO_0013913,hypogonadotropic hypogonadism 11 with or without anosmia,"genetic, familial or congenital disease; endocrine system disease; phenotype; reproductive system or breast disease",0.0686348513905377
KISS1R,ENSG00000116014,MONDO_0030506,ovarian dysgenesis 9,"genetic, familial or congenital disease; endocrine system disease; reproductive system or breast disease; phenotype",0.0684131999791333
KISS1R,ENSG00000116014,EFO_0000349,clear cell renal carcinoma,urinary system disease; cancer or benign tumor,0.067760014161052
KISS1R,ENSG00000116014,MONDO_0975842,spermatogenic failure 96,"genetic, familial or congenital disease; reproductive system or breast disease; phenotype",0.0675708946387643
KISS1R,ENSG00000116014,EFO_0000660,polycystic ovary syndrome,"endocrine system disease; genetic, familial or congenital disease; reproductive system or breast disease",0.0675657488741552
KISS1R,ENSG00000116014,MONDO_0009239,hypogonadotropic hypogonadism 24 without anosmia,"genetic, familial or congenital disease; endocrine system disease; phenotype; reproductive system or breast disease",0.067510125444547
KISS1R,ENSG00000116014,MONDO_0100249,"46,XX testicular disorder of sex development","endocrine system disease; genetic, familial or congenital disease; reproductive system or breast disease",0.0674833321162141
KISS1R,ENSG00000116014,MONDO_0020305,isochromosomy Yq,"genetic, familial or congenital disease",0.0672769308223481
KISS1R,ENSG00000116014,MONDO_0009916,"46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency","genetic, familial or congenital disease; endocrine system disease; reproductive system or breast disease",0.0669738979083188
KISS1R,ENSG00000116014,MONDO_0009923,"46,XY disorder of sex development due to 5-alpha-reductase 2 deficiency","genetic, familial or congenital disease; nutritional or metabolic disease; endocrine system disease; reproductive system or breast disease",0.0655343104769743
KISS1R,ENSG00000116014,MONDO_0010635,hypogonadotropic hypogonadism 1 with or without anosmia,"genetic, familial or congenital disease; endocrine system disease; phenotype; reproductive system or breast disease",0.0655216503137299
KISS1R,ENSG00000116014,MONDO_0031083,spermatogenic failure 77,"genetic, familial or congenital disease; reproductive system or breast disease; phenotype",0.0653195989539524
KISS1R,ENSG00000116014,MONDO_0013991,obesity due to congenital leptin deficiency,"endocrine system disease; genetic, familial or congenital disease; phenotype; nutritional or metabolic disease; reproductive system or breast disease",0.0651779711895583
KISS1R,ENSG00000116014,Orphanet_2232,Primary hypergonadotropic hypogonadism - partial alopecia,"endocrine system disease; genetic, familial or congenital disease; reproductive system or breast disease",0.0644151786165336
KISS1R,ENSG00000116014,MONDO_0009420,primary hypergonadotropic hypogonadism-partial alopecia syndrome,"genetic, familial or congenital disease",0.0644151786165336
KISS1R,ENSG00000116014,MONDO_0021023,complete androgen insensitivity syndrome,"genetic, familial or congenital disease; endocrine system disease; reproductive system or breast disease",0.0642616211829392
LINC00240,ENSG00000224843,MONDO_0001056,gastric cancer,gastrointestinal disease; cancer or benign tumor,0.0931836961069717
LINC00240,ENSG00000224843,MONDO_0015459,nasopharyngeal carcinoma,infectious disease; gastrointestinal disease; respiratory or thoracic disease; cancer or benign tumor,0.0739159709369404
LINC00240,ENSG00000224843,EFO_0000668,preeclampsia,"genetic, familial or congenital disease; pregnancy or perinatal disease; cardiovascular disease; phenotype",0.0624589954417146
LINC00240,ENSG00000224843,MONDO_0007576,esophageal cancer,gastrointestinal disease; cancer or benign tumor,0.0569152976214441
LINC00240,ENSG00000224843,EFO_0000571,lung adenocarcinoma,respiratory or thoracic disease; cancer or benign tumor,0.0343503942715281
LINC00240,ENSG00000224843,EFO_0000616,neoplasm,cancer or benign tumor,0.0242485449101463
LINC00240,ENSG00000224843,EFO_0005922,esophageal squamous cell carcinoma,gastrointestinal disease; cancer or benign tumor,0.0149987824359541
LINC00240,ENSG00000224843,EFO_0000349,clear cell renal carcinoma,urinary system disease; cancer or benign tumor,0.013801504745504
LINC00240,ENSG00000224843,MONDO_0008903,lung cancer,respiratory or thoracic disease; cancer or benign tumor,0.0118265553499105
LINC00240,ENSG00000224843,MONDO_0004992,cancer,cancer or benign tumor,0.0116290354497956
LINC00240,ENSG00000224843,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.00986572889866662
LINC00240,ENSG00000224843,EFO_0003095,non-alcoholic fatty liver disease,endocrine system disease; gastrointestinal disease,0.00813075680306344
LINC00240,ENSG00000224843,EFO_1001052,myeloid sarcoma,cancer or benign tumor; hematologic disease; immune system disease; musculoskeletal or connective tissue disease,0.00646764745698228
LINC00240,ENSG00000224843,MONDO_0002974,cervical cancer,reproductive system or breast disease; cancer or benign tumor,0.00644711524283313
LINC00240,ENSG00000224843,EFO_0004906,lymph node metastatic carcinoma,hematologic disease; immune system disease; cancer or benign tumor,0.00554369782027053
LINC00240,ENSG00000224843,EFO_0003060,non-small cell lung carcinoma,respiratory or thoracic disease; cancer or benign tumor,0.00406537840153172
LINC00240,ENSG00000224843,MONDO_0008170,ovarian cancer,endocrine system disease; reproductive system or breast disease; cancer or benign tumor,0.00369579854684702
LINC00240,ENSG00000224843,EFO_0000712,stroke,nervous system disease; cardiovascular disease; phenotype,0.00221747912810821
LINC00240,ENSG00000224843,EFO_0000389,cutaneous melanoma,integumentary system disease; cancer or benign tumor,0.00147831941873881
LINC00240,ENSG00000224843,EFO_0000537,hypertension,cardiovascular disease; phenotype,0.00147831941873881
MDH1,ENSG00000014641,MONDO_0030072,"developmental and epileptic encephalopathy, 88","nervous system disease; genetic, familial or congenital disease",0.498932803824347
MDH1,ENSG00000014641,EFO_0001663,prostate carcinoma,cancer or benign tumor; reproductive system or breast disease,0.44171801328651
MDH1,ENSG00000014641,EFO_0005772,neurodegenerative disease,nervous system disease,0.345411835880004
MDH1,ENSG00000014641,MONDO_0004979,asthma,phenotype; respiratory or thoracic disease,0.328894988427899
MDH1,ENSG00000014641,MONDO_0004985,bipolar disorder,psychiatric disorder; nervous system disease,0.292154322500382
MDH1,ENSG00000014641,EFO_1001375,Myocardial Ischemia,cardiovascular disease,0.273485924743077
MDH1,ENSG00000014641,MONDO_0002009,major depressive disorder,psychiatric disorder; nervous system disease,0.230631230336099
MDH1,ENSG00000014641,EFO_0004257,neurotic disorder,psychiatric disorder; nervous system disease,0.20362772755627
MDH1,ENSG00000014641,HP_0000924,Abnormality of the skeletal system,phenotype,0.192950409045973
MDH1,ENSG00000014641,MONDO_0000992,heart conduction disease,cardiovascular disease,0.172043474574728
MDH1,ENSG00000014641,EFO_0005670,smoking initiation,biological_process,0.161710836003509
MDH1,ENSG00000014641,MONDO_0015229,Bardet-Biedl syndrome,"genetic, familial or congenital disease",0.148653230439847
MDH1,ENSG00000014641,EFO_0004318,smoking behavior,biological_process,0.135138261002375
MDH1,ENSG00000014641,EFO_0009483,breast disease,reproductive system or breast disease,0.133582959379612
MDH1,ENSG00000014641,EFO_1001754,Abruptio Placentae,pregnancy or perinatal disease; reproductive system or breast disease,0.131609718702301
MDH1,ENSG00000014641,MONDO_0001627,dementia,psychiatric disorder; nervous system disease; phenotype,0.125329079724674
MDH1,ENSG00000014641,MONDO_0001815,extrapyramidal and movement disease,nervous system disease,0.116791083459317
MDH1,ENSG00000014641,MONDO_0008315,prostate cancer,reproductive system or breast disease; cancer or benign tumor,0.106479584694739
MDH1,ENSG00000014641,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.0994399150237219
MDH1,ENSG00000014641,EFO_0000571,lung adenocarcinoma,respiratory or thoracic disease; cancer or benign tumor,0.0922469138364167
MDH1,ENSG00000014641,EFO_0000616,neoplasm,cancer or benign tumor,0.0879598988967831
MDH1,ENSG00000014641,MONDO_0002491,substance abuse,psychiatric disorder,0.0835860100655544
MDH1,ENSG00000014641,MONDO_0004992,cancer,cancer or benign tumor,0.0806418976371543
MDH1,ENSG00000014641,MONDO_0013587,glycogen storage disease due to lactate dehydrogenase H-subunit deficiency,"nutritional or metabolic disease; genetic, familial or congenital disease",0.0739159709369404
MDH1,ENSG00000014641,EFO_0003888,attention deficit hyperactivity disorder,psychiatric disorder; nervous system disease,0.0703432937880757
MDH1,ENSG00000014641,EFO_0003060,non-small cell lung carcinoma,respiratory or thoracic disease; cancer or benign tumor,0.0645440354562358
MDH1,ENSG00000014641,MONDO_0001530,secondary hyperparathyroidism of renal origin,urinary system disease; endocrine system disease; phenotype,0.0583748843387819
MDH1,ENSG00000014641,EFO_0000555,irritable bowel syndrome,gastrointestinal disease,0.055128994990468
MDH1,ENSG00000014641,MONDO_0012454,"alcohol sensitivity, acute","genetic, familial or congenital disease; psychiatric disorder",0.053559512540907
MDH1,ENSG00000014641,EFO_0007536,vesicoureteral reflux,urinary system disease,0.0509739761643354
MDH1,ENSG00000014641,EFO_0000556,ischemia,phenotype,0.0496776921338687
MDH1,ENSG00000014641,EFO_0004144,acatalasia,"genetic, familial or congenital disease; nutritional or metabolic disease",0.0475575357008274
MDH1,ENSG00000014641,EFO_0004720,prion disease,nervous system disease; infectious disease,0.0436284912012461
MDH1,ENSG00000014641,EFO_0000544,infection,biological_process,0.041473103164824
MDH1,ENSG00000014641,HP_0040175,Platelet-activating factor acetylhydrolase deficiency,phenotype,0.0404098613112253
MDH1,ENSG00000014641,EFO_0000222,acute myeloid leukemia,hematologic disease; immune system disease; cancer or benign tumor; musculoskeletal or connective tissue disease,0.0389701424550869
MDH1,ENSG00000014641,EFO_1001517,renal fibrosis,urinary system disease; cancer or benign tumor,0.0340013466309926
MDH1,ENSG00000014641,EFO_0000685,rheumatoid arthritis,immune system disease; musculoskeletal or connective tissue disease; phenotype,0.031599077575542
MDH1,ENSG00000014641,EFO_0003872,colitis,"gastrointestinal disease; immune system disease; genetic, familial or congenital disease",0.0303055480841456
MDH1,ENSG00000014641,MONDO_0015459,nasopharyngeal carcinoma,infectious disease; gastrointestinal disease; respiratory or thoracic disease; cancer or benign tumor,0.0256857999005868
MDH1,ENSG00000014641,MONDO_0009623,Nijmegen breakage syndrome,"genetic, familial or congenital disease; nutritional or metabolic disease",0.0251314301185597
MDH1,ENSG00000014641,EFO_0000182,hepatocellular carcinoma,gastrointestinal disease; endocrine system disease; cancer or benign tumor,0.024577971715426
MDH1,ENSG00000014641,EFO_0008579,risk-taking behaviour,biological_process,0.0240410891249497
MDH1,ENSG00000014641,MONDO_0018899,posterior cortical atrophy,"nervous system disease; genetic, familial or congenital disease; psychiatric disorder; phenotype",0.018566254644369
MDH1,ENSG00000014641,EFO_0001075,ovarian carcinoma,cancer or benign tumor; endocrine system disease; reproductive system or breast disease,0.0181468851648733
MDH1,ENSG00000014641,EFO_0004610,acute lung injury,"injury, poisoning or other complication; respiratory or thoracic disease",0.0181094128795504
MDH1,ENSG00000014641,EFO_0000773,temporal lobe epilepsy,"nervous system disease; genetic, familial or congenital disease",0.0180144627489429
MDH1,ENSG00000014641,MONDO_0018177,glioblastoma,nervous system disease; cancer or benign tumor,0.0177476352662424
MDH1,ENSG00000014641,EFO_0000474,epilepsy,nervous system disease,0.0174725604068201
MDH1,ENSG00000014641,HP_0000739,Anxiety,phenotype,0.016467615366498
MED16,ENSG00000175221,EFO_0005772,neurodegenerative disease,nervous system disease,0.489503765328637
MED16,ENSG00000175221,MONDO_0000508,syndromic intellectual disability,nervous system disease,0.41776382823922
MED16,ENSG00000175221,MONDO_0019200,retinitis pigmentosa,"nervous system disease; genetic, familial or congenital disease; disorder of visual system",0.295663883747761
MED16,ENSG00000175221,EFO_0000756,melanoma,cancer or benign tumor,0.153745219548836
MED16,ENSG00000175221,MONDO_0044925,oral cavity carcinoma,gastrointestinal disease; cancer or benign tumor,0.153375639694151
MED16,ENSG00000175221,HP_0002970,Genu varum,phenotype,0.0953926589380944
MED16,ENSG00000175221,HP_0002857,Genu valgum,phenotype,0.0908552142936372
MED16,ENSG00000175221,EFO_0009534,biliary tract disease,gastrointestinal disease,0.0756269998786285
MED16,ENSG00000175221,EFO_0000400,diabetes mellitus,endocrine system disease; nutritional or metabolic disease; phenotype,0.0668985241635607
MED16,ENSG00000175221,MONDO_0007254,breast cancer,integumentary system disease; reproductive system or breast disease; cancer or benign tumor,0.0652308443518499
MED16,ENSG00000175221,EFO_0001075,ovarian carcinoma,cancer or benign tumor; endocrine system disease; reproductive system or breast disease,0.0207395529452841
MED16,ENSG00000175221,EFO_0000274,atopic eczema,integumentary system disease; immune system disease,0.0207182118380921
MED16,ENSG00000175221,MONDO_0004992,cancer,cancer or benign tumor,0.0153375639694151
MED16,ENSG00000175221,EFO_0000544,infection,biological_process,0.0134383341606187
MED16,ENSG00000175221,MONDO_0004975,Alzheimer disease,psychiatric disorder; nervous system disease; phenotype,0.0117408790787301
MED16,ENSG00000175221,EFO_0000641,papillary thyroid carcinoma,endocrine system disease; cancer or benign tumor,0.0107178157858564
MED16,ENSG00000175221,EFO_0000616,neoplasm,cancer or benign tumor,0.00871346104061632
MED16,ENSG00000175221,HP_0001249,Intellectual disability,phenotype,0.00739159709369404
