gene,cell_type,nsnps,PP.H0,PP.H1,PP.H2,PP.H3,PP.H4,tier,b,se,pval,fdr,or,or_lci,or_uci
ABHD16A,B IN,9496,1.4e-50,2.87e-26,4.87e-25,0.999,0.00087,Not colocalized,-1.26600496136844,0.117330092367251,3.83317710042551e-27,2.95330593439614e-24,0.28195579902693,0.224030753887992,0.354857854224162
ABHD16A,CD8 S100B,9496,5.27e-75,2.87e-26,1.83e-49,1,1.99e-22,Not colocalized,-0.309145278965337,0.0686262867367684,6.64465038401564e-06,0.000267121976813497,0.73407411675105,0.641688175667487,0.839761163314728
ABHD16A,Mono C,9496,1.6e-85,2.87e-26,5.58e-60,1,1.18e-24,Not colocalized,0.203219049266816,0.0505052271615812,5.72852656484459e-05,0.00192590021414554,1.22534084886668,1.10985436501821,1.35284433996589
ABHD16A,Mono NC,9496,6.01e-40,2.87e-26,2.09e-14,1,2.82e-10,Not colocalized,-0.543828227663701,0.0872785987858349,4.6362719375214e-10,2.39635334566583e-08,0.580521624132523,0.48924383129211,0.688829034789095
ACAP1,B IN,3598,3.16e-05,0.165,6.55e-05,0.342,0.493,Not colocalized,-0.502879551998776,0.152502601886264,0.000975446129016107,0.02414149735591,0.604786635348655,0.448527783546192,0.81548320464005
ACAP1,CD4 NC,3598,2.95e-06,0.158,6.12e-06,0.328,0.514,Tier 2 (Moderate),-0.472724690255975,0.143357877554126,0.000975446129016106,0.02414149735591,0.623301648575429,0.470619140833308,0.825518793028555
ACAP1,NK,3598,0.0018,0.158,0.00372,0.327,0.51,Tier 2 (Moderate),-0.55332258989751,0.167799892253367,0.000975446129016106,0.02414149735591,0.57503602389359,0.413867096884263,0.798967666830059
AGER,DC,10548,1.16e-44,6.24e-24,1.85e-21,1,3.2e-07,Not colocalized,-0.490861013692542,0.0689240629584026,1.06553237566627e-12,7.03992607853247e-11,0.612099141489079,0.534752007417093,0.70063385235586
AGER,Mono NC,10548,1.19e-40,2.28e-25,1.9e-17,0.0357,0.964,Tier 1 (Strong),1.58287894621115,0.143218629671846,2.13940747910805e-28,4.06380450656574e-25,4.86895310693835,3.67726927559568,6.44682305832072
AGPAT1,CD4 SOX4,10636,1.35e-38,6.3e-24,2.14e-15,1,1.79e-07,Not colocalized,-0.440612170358452,0.0680711810421589,9.61936221113382e-11,5.14703620283062e-09,0.643642281728915,0.563250008149495,0.735508887412654
AIF1,Plasma,8774,6.72e-30,2.86e-26,0.000234,0.997,0.003,Not colocalized,-0.355566114621433,0.116303674669489,0.00223399001103107,0.0470189919773243,0.700776611007066,0.557930254151194,0.880195785908157
ALDH7A1,CD4 NC,3867,0.00293,0.0628,0.000405,0.00777,0.926,Tier 1 (Strong),-1.17294437808044,0.317642821777273,0.000221927678363416,0.00641143155971573,0.309454447669029,0.166040373097845,0.576739580835034
APC2,NK,3860,1.34e-33,0.22,2.53e-33,0.414,0.366,Not colocalized,0.179169143133612,0.057297415677393,0.00176598624155449,0.0382278161348461,1.1962230599741,1.0691524249979,1.33839626208265
APOM,CD8 S100B,9043,1.18e-38,2.79e-26,4.12e-13,0.972,0.0278,Not colocalized,1.00599880846669,0.129332029536295,7.3436081748219e-15,5.75224071260791e-13,2.73463728809447,2.12231618114773,3.52362252329079
APOM,DC,9043,7.33e-36,2.83e-26,2.55e-10,0.987,0.0131,Not colocalized,0.890299663502183,0.121422567905078,2.26333753432957e-13,1.65354217171501e-11,2.43585948011552,1.91997358936924,3.09036095065136
APOM,NK R,9043,9.8e-32,2.87e-26,3.41e-06,1,2.99e-07,Not colocalized,0.492294219998577,0.10164773510326,1.27803119350785e-06,5.51731875470037e-05,1.63606541156191,1.34052946518718,1.99675583448328
APOM,Plasma,9043,9.18e-37,2.79e-26,3.2e-11,0.971,0.0293,Not colocalized,1.46822341779856,0.134270441035808,7.85597073809461e-28,8.52709509543469e-25,4.34151522688283,3.33693711015297,5.64851953844327
ARID5B,CD4 NC,3536,8.74e-05,0.0446,0.00123,0.628,0.326,Not colocalized,0.524532957890683,0.151116527042555,0.000518428266141313,0.0141183439646656,1.68966951725262,1.25651820290382,2.27213825548633
ATP6V1G2,B IN,8498,1.23e-48,2.86e-26,4.28e-23,0.997,0.00314,Not colocalized,-1.27492843587327,0.118171119463942,3.8869517430852e-27,2.95330593439614e-24,0.27945096617019,0.22167480131134,0.352285609512161
ATP6V1G2,B Mem,8498,5.68e-36,2.87e-26,1.98e-10,1,1.25e-11,Not colocalized,0.384510737618025,0.102104711922827,0.000165985323841318,0.00498480826302899,1.4688954703054,1.20247929222824,1.7943376793504
ATP6V1G2,CD8 S100B,8498,6.35e-79,2.87e-26,2.21e-53,1,1.19e-07,Not colocalized,-0.801389224140575,0.0813668919537575,6.91725920106047e-23,2.02143597729452e-20,0.448705178862301,0.382560551997057,0.526286195706341
B3GALT4,DC,8071,3.47e-20,9.24e-15,3.92e-07,0.103,0.897,Tier 1 (Strong),-1.70450058774796,0.201787834064134,2.98899538323182e-17,2.94940089893446e-15,0.181863188204042,0.122455847503076,0.270090974813663
BCAS4,B IN,4011,1.61e-07,0.00794,5.42e-07,0.0258,0.966,Tier 1 (Strong),0.507663503042406,0.12776995018038,7.08949578761587e-05,0.00233186099542448,1.66140478919106,1.2933482529529,2.13420157118928
BCAS4,B Mem,4011,3.15e-07,0.0139,1.06e-06,0.0459,0.94,Tier 1 (Strong),0.596772383158658,0.131368132972005,5.55254936025162e-06,0.000225605722134716,1.81624717983145,1.40395161468335,2.34962073033386
BCAS4,CD4 ET,4011,0.00018,0.0249,0.000607,0.0829,0.891,Tier 1 (Strong),0.48840717260905,0.131730630516858,0.000209215956531975,0.00606726273942726,1.62971829154458,1.25887081023158,2.10981276887847
BCAS4,CD8 ET,4011,2.62e-07,0.0278,8.83e-07,0.0927,0.879,Tier 1 (Strong),0.407801064823699,0.10944419811094,0.000194457964698117,0.00570460083311309,1.50350803078215,1.21323511014476,1.86323028382907
BTN2A1,CD4 NC,3883,1.53e-40,2.45e-16,6.23e-25,1,1.8e-12,Not colocalized,0.40499503296801,0.07768769972036,1.85694146731715e-07,8.55093410222772e-06,1.49929505299178,1.2875319148945,1.74588732902191
BTN2A1,CD4 SOX4,3883,4.41e-21,1.09e-17,1.8e-05,0.0436,0.956,Tier 1 (Strong),-2.24721908825965,0.239636011650879,6.74689557527611e-21,1.3854841238094e-18,0.105692738431799,0.066078908279799,0.16905477478398
BTN2A1,CD8 ET,3883,2.57e-20,2.45e-16,0.000105,1,5.45e-05,Not colocalized,0.744163375381816,0.143948300901766,2.34523741984023e-07,1.06701280933809e-05,2.10467987120602,1.58728451758035,2.79072674822808
BTN2A1,CD8 NC,3883,7.8e-22,2.45e-16,3.18e-06,1,9.89e-06,Not colocalized,0.680578938323979,0.131648754886653,2.34523741984024e-07,1.06701280933809e-05,1.97502081655222,1.52584351044325,2.55642678893161
BTN3A1,CD8 ET,3950,2.62e-21,2.54e-16,1.03e-05,1,4.27e-07,Not colocalized,-0.472501253551254,0.142355108687227,0.000902844306270962,0.0229169361135109,0.623440932601837,0.471650390200006,0.824081999123602
BTN3A1,CD8 NC,3950,2.1e-22,2.54e-16,8.25e-07,1,4.1e-08,Not colocalized,-0.456742313370619,0.135644895916817,0.000759379916247776,0.0196920430158724,0.633343523194534,0.485485280777413,0.826233120250608
BTN3A1,NK,3950,2.36e-19,2.54e-16,0.000927,0.999,4.64e-05,Not colocalized,-0.529436135137905,0.159508441499461,0.000902844306270962,0.0229169361135109,0.588936956927587,0.430816652130319,0.805091301647755
BTN3A2,B IN,4004,2.64e-28,7.65e-16,3.45e-13,1,5.34e-08,Not colocalized,-0.837275724834771,0.124621921228521,1.83570911725962e-11,1.03316428688435e-09,0.432888225150024,0.339074751353236,0.552657532669897
BTN3A2,B Mem,4004,3.63e-31,7.65e-16,4.74e-16,1,4.24e-08,Not colocalized,-0.773051397809871,0.115062634142977,1.83570911725963e-11,1.03316428688435e-09,0.461602384621778,0.36840435225574,0.578377427367084
BTN3A2,CD4 ET,4004,1.03e-43,7.65e-16,1.35e-28,1,4.03e-08,Not colocalized,-0.612948281996716,0.0912325417427169,1.83570911725963e-11,1.03316428688435e-09,0.541751276672734,0.453044889852082,0.647826412681452
BTN3A2,CD4 NC,4004,1.78e-76,7.65e-16,2.32e-61,1,3.95e-08,Not colocalized,-0.459061340849575,0.0683276781608645,1.83570911725965e-11,1.03316428688435e-09,0.631876483870344,0.552675864172201,0.722426863106051
BTN3A2,CD8 ET,4004,1.27e-63,7.65e-16,1.66e-48,1,3.96e-08,Not colocalized,-0.500062804903868,0.0744304243316514,1.83570911725962e-11,1.03316428688435e-09,0.606492567809049,0.524166217184375,0.701749221427272
BTN3A2,CD8 NC,4004,3.43e-54,7.65e-16,4.48e-39,1,3.97e-08,Not colocalized,-0.542661253410858,0.0807708691060927,1.83570911725963e-11,1.03316428688435e-09,0.581199473360477,0.49610277956497,0.680892834607184
BTN3A2,CD8 S100B,4004,6.69e-35,7.65e-16,8.75e-20,1,4.43e-08,Not colocalized,-0.711353153457351,0.10587933464011,1.83570911725963e-11,1.03316428688435e-09,0.490979377318663,0.398966969250664,0.604212297085597
BTN3A2,NK,4004,2.93e-67,7.65e-16,3.83e-52,1,3.96e-08,Not colocalized,-0.475533498969026,0.070779429633811,1.83570911725963e-11,1.03316428688435e-09,0.621553369913627,0.541040478638907,0.714047482404405
BTN3A2,NK R,4004,3.62e-21,7.64e-16,4.73e-06,1,3.46e-05,Not colocalized,-1.19526887494547,0.16418157552816,3.33413409921343e-13,2.41264294150701e-11,0.302622575613789,0.219354801270728,0.417499059699607
C19orf83,B Mem,3718,0.00864,0.385,0.000955,0.042,0.563,Tier 2 (Moderate),-0.392081390439839,0.124503145253502,0.00163735724117915,0.0361175596163262,0.675649120343598,0.529348880455601,0.862383487858092
C19orf83,CD4 ET,3718,0.00505,0.387,0.000559,0.0423,0.565,Tier 2 (Moderate),-0.385030655353996,0.122264225692561,0.00163735724117915,0.0361175596163262,0.680429777069182,0.535438876904177,0.864682602427603
C19orf83,CD4 NC,3718,1.32e-27,0.387,1.46e-28,0.0422,0.57,Tier 2 (Moderate),-0.18608560237868,0.0590903913000003,0.00163735724117915,0.0361175596163262,0.830202524629186,0.739409954722284,0.932143565959355
C19orf83,CD8 ET,3718,4.29e-34,0.387,4.75e-35,0.0422,0.57,Tier 2 (Moderate),-0.171858681676953,0.0545727160983028,0.00163735724117915,0.0361175596163262,0.842098168661216,0.756675180686413,0.937164775272914
C19orf83,CD8 NC,3718,1.39e-10,0.387,1.53e-11,0.0422,0.57,Tier 2 (Moderate),-0.265537515770357,0.084319880265482,0.00163735724117915,0.0361175596163262,0.766793675490577,0.649985982902279,0.904592646978275
C19orf83,NK,3718,1.1e-42,0.387,1.21e-43,0.0422,0.57,Tier 2 (Moderate),-0.154285181278459,0.0489923541477604,0.00163735724117915,0.0361175596163262,0.857027577937469,0.778559240109391,0.943404472654085
C19orf83,NK R,3718,0.0011,0.387,0.000121,0.0422,0.57,Tier 2 (Moderate),-0.364000948827679,0.115586365763154,0.00163735724117915,0.0361175596163262,0.694890535411224,0.554022363498676,0.871576470586374
C2,NK,10526,2.64e-79,3.01e-26,8.72e-54,0.995,0.00511,Not colocalized,0.9517636930965,0.086949697333727,6.93387206201943e-28,8.52709509543469e-25,2.59027408152833,2.18440239197727,3.07155853796888
C21orf91,CD4 NC,4242,1.11e-05,0.262,3.99e-06,0.0935,0.644,Tier 2 (Moderate),-0.383718992473601,0.121938715796011,0.00165057451266369,0.0361413981187859,0.681322857132421,0.536483820196714,0.86526530377165
C5orf56,NK,2810,1.41e-06,0.447,5.26e-07,0.166,0.387,Not colocalized,-0.295414464675925,0.092917916438353,0.00147628288049965,0.0341691250619857,0.744223069362139,0.620311454632533,0.892886908398151
C6orf136,DC,11101,3.35e-40,1.05e-27,3.2e-13,1,6.3e-11,Not colocalized,-0.66532093228099,0.0862314858712438,1.20488009252609e-14,9.24715044748813e-13,0.51410850721195,0.434163258226016,0.608774584628963
C6orf136,NK R,11101,2.62e-33,1.05e-27,2.5e-06,1,1.76e-06,Not colocalized,-0.410813933550437,0.101902376142758,5.54347183178144e-05,0.00188032584722658,0.663110302702453,0.543056131865149,0.809705015280682
C6orf136,Plasma,11101,1.11e-30,1.05e-27,0.00106,0.999,4e-04,Not colocalized,0.471963281237969,0.100292592629502,2.52793255076093e-06,0.000106117301219235,1.60313851738411,1.31704395814118,1.95137989892743
C6orf25,CD8 NC,9831,1.14e-29,2.87e-26,0.000396,0.999,0.00037,Not colocalized,1.39492700574458,0.168344216977489,1.16964062989941e-16,1.0971517908612e-14,4.03468005341687,2.9007587493226,5.61185694509805
C6orf47-AS1,CD8 ET,9072,6.37e-68,2.87e-26,2.22e-42,1,6.97e-20,Not colocalized,-0.306463845738699,0.050545734758184,1.33522566151211e-09,6.71857256699933e-08,0.736045128866231,0.666621083054087,0.812699216240885
CCHCR1,NK R,8249,8.19e-46,2.79e-26,2.85e-20,0.971,0.0295,Not colocalized,1.22930092971622,0.116324928647828,4.20146629463798e-26,2.45559545435841e-23,3.41883869216827,2.72182896942124,4.29433962764832
CCHCR1,Plasma,8249,6.07e-61,2.87e-26,2.11e-35,1,7.79e-17,Not colocalized,0.411259044154128,0.0557129850422527,1.56228299153285e-13,1.15244914268608e-11,1.5087161300358,1.35264453821629,1.68279566192004
CDK5R1,CD4 NC,3451,3.17e-20,0.401,3.84e-21,0.0481,0.551,Tier 2 (Moderate),0.222755412022747,0.0664633578637702,0.000803598929377321,0.0206974395437589,1.24951492003106,1.09689913473777,1.42336472510162
CFD,CD8 ET,3222,2.11e-40,0.0593,3.51e-40,0.0976,0.843,Tier 1 (Strong),0.220807866114471,0.0578971150926753,0.000136847676239799,0.00424480824707939,1.24708380048811,1.11330104959781,1.39694290776219
CFD,CD8 S100B,3222,8.42e-08,0.0185,1.4e-07,0.0298,0.952,Tier 1 (Strong),0.499362277421277,0.115816194941254,1.62019395670456e-05,0.000577945243335271,1.64767017910783,1.31306294674951,2.06754522000772
CFD,NK,3222,1.24e-21,0.0288,2.06e-21,0.0469,0.924,Tier 1 (Strong),0.277818611646455,0.0728456663090225,0.0001368476762398,0.00424480824707939,1.32024669811374,1.14458383228197,1.52286909417992
CRHR1,CD8 NC,3694,1.6e-09,0.121,5.41e-09,0.409,0.47,Not colocalized,-0.420535652446778,0.118627323341191,0.000392590595926076,0.0110070234237872,0.656694965322648,0.520458457810671,0.828593081749842
CTA-14H9.5,B IN,3776,1.4e-31,2.22e-16,5.83e-16,0.921,0.079,Not colocalized,0.974198992367142,0.125032448273629,6.6181968803943e-15,5.23802707262874e-13,2.64904445609556,2.0732872553967,3.38469091154853
CTLA4,CD8 S100B,2494,1.12e-25,0.0788,6.18e-25,0.433,0.489,Not colocalized,0.258008171948272,0.0728814168594193,0.000399961551727795,0.0111315306594424,1.29434939593733,1.12205361919647,1.4931018715158
CTSH,B IN,4185,4.69e-06,0.0507,4.36e-06,0.0462,0.903,Tier 1 (Strong),0.45777424404488,0.11802448808627,0.000105043006428514,0.00341075539676858,1.58055214372255,1.2541351949893,1.99192645976838
CTSH,B Mem,4185,6.89e-07,0.21,6.4e-07,0.194,0.596,Tier 2 (Moderate),0.649935668608337,0.200505156223954,0.00118906169379183,0.0282327835919699,1.91541760357025,1.292974738414,2.83750678730745
CTSH,CD4 NC,4185,7.52e-05,0.172,6.99e-05,0.159,0.669,Tier 2 (Moderate),-0.651505011865893,0.199517464236116,0.00109308271056133,0.0263658489995078,0.521260682608649,0.352551262500876,0.770704087984821
CTSH,DC,4185,1.53e-06,0.22,1.42e-06,0.204,0.575,Tier 2 (Moderate),0.631790436046648,0.198909933918847,0.00149185186976794,0.0343487591105964,1.88097533221566,1.27370116537506,2.7777851638865
CTSH,Mono C,4185,2.34e-11,0.216,2.18e-11,0.2,0.584,Tier 2 (Moderate),0.520820881137855,0.167465562629698,0.00187076068111155,0.0400395483241846,1.68340896133864,1.2123836474799,2.33743315245617
CTSH,Mono NC,4185,3.91e-13,0.196,3.63e-13,0.182,0.622,Tier 2 (Moderate),0.44376140923297,0.13589788180207,0.00109308271056133,0.0263658489995078,1.55855858356957,1.19411050495433,2.03423791042796
CTSH,Plasma,4185,5.16e-08,0.0724,4.79e-08,0.0664,0.861,Tier 1 (Strong),0.390176932776838,0.102230226147307,0.000135276169682648,0.00424480824707939,1.4772421433158,1.20901465062438,1.80497758969361
DDR1,CD8 NC,9425,3.56e-42,9.43e-28,3.78e-15,1,8.5e-12,Not colocalized,0.530564360835273,0.0749202421782707,1.42373596411756e-12,9.32547056496999e-11,1.69989139008387,1.46773542561385,1.96876813603701
DDX39B,Plasma,8514,2.4e-31,2.86e-26,8.35e-06,0.996,0.00422,Not colocalized,0.706706154429864,0.142835539873989,7.50988938399345e-07,3.27931836434381e-05,2.02730262725651,1.53226724234253,2.68227097004166
DHX16,NK R,11121,1.12e-31,1.05e-27,0.000107,1,6.21e-06,Not colocalized,-0.371548938946509,0.117447211311617,0.00155862986081873,0.0355629720195216,0.689665253512283,0.547854535676297,0.868183305838677
DXO,CD4 SOX4,10351,3.72e-34,5.99e-24,6.21e-11,1,1.61e-11,Not colocalized,0.257374425137944,0.0814666451265398,0.00158169568898454,0.0359812091164806,1.29352936600933,1.1026317261357,1.51747694272544
DXO,Plasma,10351,1.04e-27,6.66e-25,0.000174,0.11,0.889,Tier 1 (Strong),2.24790593286338,0.205041317806652,5.74414020429183e-28,8.52709509543469e-25,9.46788866844643,6.33458910108524,14.1510229641792
EEF1D,CD4 ET,3340,0.000521,0.311,0.000388,0.231,0.457,Not colocalized,0.425102331920104,0.130597902801286,0.00113373540153849,0.0271738851132159,1.52974695359707,1.18427460850628,1.97599925324
EEF1D,CD8 NC,3340,0.000126,0.318,9.42e-05,0.237,0.445,Not colocalized,0.414105557890784,0.127219526542276,0.00113373540153849,0.0271738851132159,1.51301682932054,1.17910453985907,1.94149021432892
EGFL8,CD4 NC,10626,9.82e-30,6.29e-24,1.56e-06,1,7.23e-08,Not colocalized,-0.653568858760722,0.150382466711551,1.38614600758888e-05,0.000499143950979161,0.520185989749679,0.38739187804807,0.698500612081177
EHMT2,Plasma,10459,1.18e-28,2.38e-26,0.00393,0.792,0.204,Not colocalized,-0.767830362818538,0.125072876322749,8.30092455292231e-10,4.20469498354025e-08,0.464018729244918,0.3631376917909,0.592924904127135
EVI2A,B IN,2798,3.59e-22,0.356,8.02e-23,0.0788,0.566,Tier 2 (Moderate),-0.205468072888739,0.0664222130155343,0.00197901333267886,0.04209594448855,0.814266091316245,0.714869256965717,0.927483257961996
EVI2A,B Mem,2798,1.78e-09,0.321,3.97e-10,0.071,0.609,Tier 2 (Moderate),-0.314708673509769,0.0898036950601662,0.000457625835790202,0.012552494947054,0.730001512072416,0.612183064727169,0.870494854125885
EVI2A,CD4 NC,2798,1.68e-38,0.353,3.75e-39,0.0782,0.569,Tier 2 (Moderate),-0.165260046809755,0.0534240569730692,0.00197901333267886,0.04209594448855,0.847673240701799,0.763401481145565,0.941247745450572
EVI2A,CD8 ET,2798,4.58e-15,0.35,1.02e-15,0.0775,0.573,Tier 2 (Moderate),-0.247576763159986,0.0774966237370715,0.00139986904002726,0.0326263956016168,0.780690290257076,0.670675312116021,0.908751698908879
EVI2A,CD8 NC,2798,2.98e-13,0.357,6.65e-14,0.079,0.564,Tier 2 (Moderate),-0.250133154819956,0.0802303794099864,0.00182276702970466,0.0392333821294505,0.778697088897196,0.665388167253249,0.911301381808585
EVI2A,NK,2798,3.13e-18,0.331,6.99e-19,0.0734,0.595,Tier 2 (Moderate),-0.238025235346565,0.0679216921901064,0.000457625835790201,0.012552494947054,0.788182800776668,0.689939233928537,0.90041571328367
FKBPL,B IN,10546,1.53e-28,6.19e-24,2.46e-05,1,3.65e-06,Not colocalized,-1.13391400714651,0.160729465101913,1.72850877945038e-12,1.12249655609094e-10,0.321771373069233,0.234818181803719,0.440923337927063
FKBPL,CD4 ET,10546,5.97e-28,6.16e-24,9.64e-05,0.995,0.00453,Not colocalized,-0.813465127740511,0.117511659039435,4.43990703036866e-12,2.72051722715654e-10,0.443319243844871,0.352118335508619,0.558141772649545
FKBPL,CD8 S100B,10546,1.17e-39,6.18e-24,1.88e-16,0.999,0.00132,Not colocalized,0.906518503464612,0.126672077085691,8.28115626200154e-13,5.51931800690243e-11,2.47568841164556,1.93139247494415,3.17337526736162
FKBPL,Mono C,10546,1.93e-41,6.19e-24,3.11e-18,1,7.18e-07,Not colocalized,0.243820083989397,0.0677782550599005,0.00032151263383215,0.00908123788794302,1.27611471636561,1.11736664167084,1.45741666933046
FKBPL,Mono NC,10546,1.84e-32,6.19e-24,2.98e-09,1,2.3e-06,Not colocalized,0.791384148793175,0.110163184786765,6.78276766903388e-13,4.60138113833209e-11,2.20644836644263,1.77795585195361,2.73820881909298
GSDMA,CD4 NC,2568,2.67e-16,2.01e-05,1.32e-11,0.998,0.00179,Not colocalized,-0.355534811200638,0.0794628012087269,7.66873317412072e-06,0.000303474138838381,0.700798548055554,0.599726295765081,0.818904571009754
GTF2H4,B IN,9398,3.49e-56,9.43e-28,3.7e-29,1,5.7e-27,Not colocalized,0.200235315985984,0.05691204953588,0.000434273549241677,0.0119985833714119,1.22169020757388,1.09273933932984,1.36585817821592
GTF2H4,NK,9398,1.02e-41,8.64e-28,1.08e-14,0.917,0.0834,Not colocalized,-0.75876095967127,0.0888534515458598,1.34844432604637e-17,1.38452432287843e-15,0.468246243707324,0.393405762693664,0.557324181640794
HCG11,DC,3785,1.32e-28,6.73e-18,5.48e-13,0.027,0.973,Tier 1 (Strong),1.65503267222465,0.17788804772757,1.3552925870952e-20,2.45178882779746e-18,5.233250901334,3.69275243994858,7.41639615481359
HCG14,CD8 ET,5360,9.11e-59,1.47e-22,6.2e-37,1,3.71e-19,Not colocalized,-0.264144101782366,0.0531155769624211,6.59224991622847e-07,2.92911782827508e-05,0.767862881274059,0.691943736276556,0.852111773727861
HCG15,CD4 NC,6002,2.43e-56,1.62e-23,1.66e-34,0.109,0.891,Tier 1 (Strong),-0.939336815069642,0.0913408859121304,8.33228674921682e-25,3.16543573602747e-22,0.390886979773147,0.326813714299058,0.467522090631594
HCG17,NK,9594,3.5e-57,9.43e-28,3.71e-30,1,1.07e-19,Not colocalized,-0.254571363772082,0.0544084685000774,2.88428900875625e-06,0.00012041114224467,0.775248726443214,0.69683128103773,0.862490826985827
HCG23,B IN,8261,4.38e-29,1.25e-25,6.03e-06,0.0162,0.984,Tier 1 (Strong),-2.61722229336485,0.231444380497041,1.19498847794118e-29,9.07952245539705e-26,0.0730053689436547,0.046381561548855,0.114911695868306
HCG25,B Mem,8152,2.57e-38,7.75e-14,3.31e-25,1,2.02e-06,Not colocalized,0.202710976569764,0.063471790622026,0.00140453426936952,0.0326350195066348,1.22471844476344,1.0814538215195,1.38696192023835
HCG25,CD4 ET,8152,1.72e-51,3.78e-15,2.22e-38,0.0479,0.952,Tier 1 (Strong),-0.880493071245373,0.104237447045899,2.98899538323182e-17,2.94940089893446e-15,0.414578444567329,0.337969890963935,0.508552067196444
HCG27,B IN,8151,7.25e-32,2.87e-26,2.53e-06,1,9.22e-08,Not colocalized,0.337384317488296,0.106979499922667,0.00161198875719936,0.0361175596163262,1.40127749571505,1.1362171982203,1.72817188744642
HCG27,CD8 S100B,8151,1.85e-70,2.87e-26,6.44e-45,1,8.36e-09,Not colocalized,0.594180676261007,0.0698781109955272,1.84591243110841e-17,1.87003235354156e-15,1.81154609403729,1.57967570932446,2.07745123347194
HCG27,Mono C,8151,1.19e-102,2.87e-26,4.14e-77,1,6.89e-26,Not colocalized,0.153205025980896,0.0475923459134338,0.00128588870563873,0.0302317711187734,1.16556392533388,1.06175587975348,1.27952130046613
HCG27,NK,8151,1.05e-33,2.87e-26,3.67e-08,1,1.56e-07,Not colocalized,0.338917142213806,0.105282850643838,0.00128588870563874,0.0302317711187734,1.40342705553613,1.14175066434902,1.72507672796828
HFE,CD8 NC,4222,3.6e-18,1.62e-15,0.000285,0.127,0.872,Tier 1 (Strong),-1.32323149375339,0.1963106957939,1.57846661782267e-11,9.44345619072175e-10,0.266273449192161,0.181227803261769,0.391228875860063
HIST1H1B,B IN,3332,3.52e-68,2.79e-20,1.26e-48,1,5.91e-11,Not colocalized,-0.435431380842078,0.0606013143276603,6.71184645746034e-13,4.5942891336742e-11,0.646985509716801,0.574525982217326,0.728583672000353
HIST1H2AB,B IN,4301,3.39e-23,2.58e-16,2.52e-09,0.0181,0.982,Tier 1 (Strong),-1.61742139186803,0.175536493773113,3.13724113045331e-20,4.9659912727468e-18,0.198409660780247,0.140651100503766,0.279886850155705
HIST1H2AB,CD8 S100B,4301,3.96e-26,2.35e-16,2.94e-12,0.0165,0.984,Tier 1 (Strong),-1.39172386689452,0.154205853898872,1.79524787144744e-19,2.43576666558172e-17,0.248646301837867,0.183788922436589,0.336391239461011
HIST1H2AD,CD8 NC,4086,3.38e-18,1.25e-14,0.000271,0.999,0.00045,Not colocalized,-0.673220759196796,0.151583532616926,8.94367301322696e-06,0.000352093407018127,0.510063138882183,0.378960052008728,0.686521981056603
HIST1H2AG,CD8 S100B,3234,1.65e-24,4.45e-18,3.51e-08,0.0939,0.906,Tier 1 (Strong),-2.02612200182822,0.213609227105851,2.41964752803932e-21,5.10680053278975e-19,0.131845828906134,0.0867438212951018,0.200398395417786
HIST1H2AH,CD8 ET,3226,3.76e-23,4.84e-18,8.01e-07,0.102,0.898,Tier 1 (Strong),2.15200952085673,0.229560412635049,6.9517519971098e-21,1.3899845177379e-18,8.60212719437195,5.48529629873386,13.4899900093334
HIST1H2AI,CD8 ET,3226,4.98e-29,5.07e-20,9.83e-10,1,1.73e-05,Not colocalized,0.354751498431336,0.0950195245909478,0.000188867956887529,0.00558373049195115,1.42582629018353,1.18354388530274,1.71770614932333
HIST1H2AJ,NK,3251,5.23e-35,4.86e-20,1.07e-15,1,1.83e-05,Not colocalized,0.764728508499177,0.094875791673771,7.60997926458899e-16,6.21727123143527e-14,2.14841102013866,1.78384644463572,2.58748163292487
HIST1H2AK,CD8 S100B,3298,2.12e-34,3.09e-20,6.85e-15,0.999,0.000668,Not colocalized,-0.550866059925713,0.0930226921701414,3.18347622915451e-09,1.55051617878949e-07,0.576450353581546,0.480373892024958,0.691742444085669
HIST1H2AM,B IN,3391,5.77e-35,1.92e-21,2.47e-15,0.0814,0.919,Tier 1 (Strong),1.5659814323471,0.148623942934958,5.86187952740162e-26,2.96923737661317e-23,4.78737111189557,3.57755105753604,6.40631588324476
HIST1H2BB,CD8 NC,4286,5.86e-24,3.15e-16,4.35e-10,0.0224,0.978,Tier 1 (Strong),-1.49601458075466,0.166132040417775,2.15718385903761e-19,2.77801406118098e-17,0.224021201790747,0.161761317336177,0.310244128066005
HIST1H2BB,NK,4286,1.76e-18,4.39e-16,0.000131,0.0316,0.968,Tier 1 (Strong),2.10805745592442,0.234864857041489,2.81763144630743e-19,3.5680606215073e-17,8.23223426458974,5.19513357333327,13.0448389883465
HIST1H2BC,NK R,4108,1.13e-27,3.42e-16,8.96e-14,0.0262,0.974,Tier 1 (Strong),1.28502605302475,0.143947657442859,4.37571398873656e-19,5.27724998197157e-17,3.61476213147797,2.72614533010255,4.79303327041469
HIST1H2BE,CD4 NC,4077,1.01e-22,5.01e-16,8.06e-09,0.0391,0.961,Tier 1 (Strong),-1.59825261014255,0.177089661502378,1.79524787144741e-19,2.43576666558172e-17,0.202249618334585,0.142937422886945,0.286173538673905
HIST1H2BF,CD8 S100B,4089,2.92e-26,5.17e-16,2.34e-12,0.0405,0.96,Tier 1 (Strong),-1.63800302303571,0.181070511198298,1.48008011236593e-19,2.12182050825594e-17,0.19436780301263,0.136299415995997,0.277175383121715
